year,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,年化
2021,,,0.0,0.0,9.8,13.4,0.0,4.56,4.14,-5.81,0.0,0.02,
2022,0.0,-4.72,-0.76,-1.07,-2.58,0.01,-5.69,-0.59,-1.68,0.0,3.16,18.12,6.31
2023,0.0,-0.49,0.13,-0.45,0.0,0.0,-1.2,-0.67,0.0,-3.57,0.11,2.48,1.72
2024,0.0,0.0,-0.93,-1.22,1.47,0.0,0.04,1.65,1.75,1.14,-1.75,0.63,1.8
2025,0.0,0.0,-1.06,-0.63,0.01,0.0,-1.19,0.06,3.8,1.02,-0.03,-1.18,-0.08
2026,0.0,0.0,3.04,-0.47,0.0,,,,,,,,1.96
