year,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,年化
2019,,,0.0,0.0,0.0,0.0,0.0,0.89,-1.53,-0.17,-0.28,2.07,
2020,0.0,0.0,0.0,-0.53,1.52,0.42,3.16,1.85,-1.7,-0.28,2.92,5.24,13.13
2021,0.0,-0.01,2.13,1.59,2.39,0.0,0.21,-1.36,0.0,0.01,0.62,0.18,4.51
2022,0.0,-0.71,-0.88,0.0,-0.16,-0.38,0.89,0.0,0.0,0.78,-1.62,1.84,-0.29
2023,0.0,-0.63,-0.82,1.42,1.06,-1.29,0.69,-1.19,-0.07,-0.55,-0.29,1.1,-0.54
2024,0.0,-0.1,2.19,-2.16,-0.61,-0.11,2.65,1.76,-0.54,0.0,0.0,0.0,1.88
2025,0.0,0.0,0.0,0.0,0.0,-0.32,1.75,-0.31,0.0,-0.59,0.0,0.0,-0.64
2026,0.0,0.0,0.0,0.0,-0.01,,,,,,,,-0.01
