year,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,年化
2019,,,0.0,0.04,2.47,-0.92,0.0,0.16,-1.02,0.0,0.21,-1.42,
2020,0.0,0.21,4.53,-1.03,-0.27,0.07,-0.29,-0.27,1.45,-1.56,-1.29,-0.01,0.55
2021,0.0,5.55,-3.4,-0.13,-0.37,-0.1,-0.68,-0.39,-0.97,0.0,1.25,-1.61,0.53
2022,0.0,0.68,0.16,0.0,0.71,0.22,-0.2,-0.48,-0.31,0.5,-1.63,-0.51,0.14
2023,0.0,-0.49,-0.24,-1.79,-0.16,-0.24,1.07,-1.63,-0.26,-1.67,-0.07,-0.58,-6.1
2024,0.0,0.0,0.0,0.0,0.0,0.0,-0.21,4.41,2.28,-1.38,-0.1,-1.96,2.93
2025,0.0,0.0,-1.08,-1.94,-0.09,-0.33,-0.16,0.0,-0.02,-0.58,0.0,2.34,-3.42
2026,0.0,-0.18,12.81,-3.15,0.0,,,,,,,,10.63
