year,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,年化
2019,,,0.0,0.0,0.0,-0.87,-0.11,-0.34,0.0,0.02,2.26,-0.59,
2020,0.0,-3.75,1.06,-1.45,0.0,-0.67,0.0,0.46,-2.01,0.0,0.0,-0.91,-5.76
2021,0.0,0.36,-0.95,0.0,0.0,-0.27,-0.19,-0.7,2.0,-1.25,0.24,-0.82,-1.02
2022,0.0,1.89,1.72,0.0,-0.46,-0.16,1.82,-0.01,-0.15,0.14,-1.07,-0.93,4.79
2023,0.0,-0.01,-1.5,0.0,0.0,0.0,1.69,0.84,0.08,-0.96,-0.67,0.74,0.18
2024,0.0,0.0,2.89,0.12,-0.98,0.0,-0.32,0.37,1.37,-2.29,0.0,-0.5,0.58
2025,0.0,-1.33,-0.31,0.0,0.0,-0.58,0.0,-1.59,0.0,0.0,0.9,0.2,-1.95
2026,0.0,1.01,6.5,-4.35,0.0,,,,,,,,3.01
