year,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,年化
2019,,,0.0,0.99,1.75,-1.42,-0.9,0.0,0.0,-0.53,-1.58,2.48,
2020,0.0,-0.67,0.0,0.0,1.25,0.0,1.11,-1.07,-0.48,0.19,-1.73,0.0,-0.54
2021,0.0,-0.09,-0.39,-1.5,0.0,0.0,-0.05,1.48,-0.56,-0.76,0.1,1.32,-2.05
2022,0.0,0.2,-0.39,-0.2,-0.24,0.19,2.37,0.87,-0.78,0.49,0.0,0.0,1.96
2023,0.0,0.0,0.0,0.0,-0.12,-0.5,0.0,-0.82,-0.15,-1.16,-0.6,-0.29,-3.59
2024,0.0,-1.21,-1.26,-0.3,-0.05,-0.51,0.0,0.0,0.0,0.0,0.0,-0.04,-0.89
2025,0.0,0.93,2.42,-1.59,-0.35,-0.18,-0.59,2.97,-2.24,0.0,0.03,-0.73,0.36
2026,0.0,0.0,0.15,0.18,0.0,,,,,,,,-0.05
