year,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,年化
2019,,,0.0,-0.34,0.0,0.0,0.0,0.0,2.18,-1.47,0.0,-0.74,
2020,0.0,1.98,0.19,1.52,-0.76,0.02,2.2,0.98,-1.1,-1.23,0.0,0.04,3.98
2021,0.0,-0.2,1.29,0.0,-0.21,-0.05,-0.24,-0.23,-1.29,1.38,0.21,-0.09,0.54
2022,0.0,0.98,0.28,0.0,0.0,0.0,0.0,0.0,-0.08,-1.19,-0.03,-0.3,-0.39
2023,0.0,0.12,-0.97,-1.03,0.0,0.0,0.0,0.0,-0.04,-0.82,0.0,0.0,-2.72
2024,0.0,0.0,0.0,0.0,-0.02,1.73,-1.08,0.0,-0.61,0.0,0.08,-0.77,-0.94
2025,0.0,-0.29,0.65,0.52,-0.59,-0.48,-0.88,-0.07,-2.05,0.48,0.66,-0.71,-3.81
2026,0.0,0.0,-0.7,0.93,-0.08,,,,,,,,0.15
