year,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,年化
2019,,,0.0,0.0,0.0,0.0,-0.51,-0.21,-1.94,-0.29,-0.93,-2.78,
2020,0.0,0.0,0.0,0.0,0.41,-0.16,2.71,-0.85,-0.03,-0.97,0.92,7.58,9.74
2021,0.0,-0.01,0.87,2.69,1.64,0.0,0.4,-2.92,0.0,-0.03,0.88,-0.86,0.7
2022,0.0,-1.31,0.0,-0.7,-0.86,-0.59,0.58,0.0,0.0,1.37,-2.14,1.84,-1.64
2023,0.0,-1.33,-1.02,1.64,1.75,-2.17,0.04,-0.65,-0.54,-0.59,-0.65,1.09,-2.15
2024,0.0,-0.15,3.86,-2.57,-0.78,-0.47,2.67,1.34,0.0,0.0,0.0,0.0,3.07
2025,0.0,0.0,0.0,0.66,1.58,-0.41,0.87,-0.24,-0.79,0.0,0.0,-0.57,0.45
2026,0.0,-0.27,-0.36,0.0,0.11,,,,,,,,-0.52
